FOV	paraxial height	real height	dist %
54	1.77E+00	1.32E+00	-2.56E+01
54.1	1.78E+00	1.32E+00	-2.57E+01
54.2	1.79E+00	1.32E+00	-2.58E+01
54.3	1.79E+00	1.33E+00	-2.60E+01
54.4	1.80E+00	1.33E+00	-2.61E+01
54.5	1.81E+00	1.33E+00	-2.62E+01
54.6	1.81E+00	1.34E+00	-2.63E+01
54.7	1.82E+00	1.34E+00	-2.64E+01
54.8	1.83E+00	1.34E+00	-2.65E+01
54.9	1.83E+00	1.34E+00	-2.67E+01
55	1.84E+00	1.35E+00	-2.68E+01
55.1	1.85E+00	1.35E+00	-2.69E+01
55.2	1.85E+00	1.35E+00	-2.70E+01
55.3	1.86E+00	1.36E+00	-2.71E+01
55.4	1.87E+00	1.36E+00	-2.72E+01
55.5	1.87E+00	1.36E+00	-2.74E+01
55.6	1.88E+00	1.36E+00	-2.75E+01
55.7	1.89E+00	1.37E+00	-2.76E+01
55.8	1.89E+00	1.37E+00	-2.77E+01
55.9	1.90E+00	1.37E+00	-2.78E+01
56	1.91E+00	1.38E+00	-2.80E+01
56.1	1.92E+00	1.38E+00	-2.81E+01
56.2	1.92E+00	1.38E+00	-2.82E+01
56.3	1.93E+00	1.38E+00	-2.83E+01
56.4	1.94E+00	1.39E+00	-2.85E+01
56.5	1.95E+00	1.39E+00	-2.86E+01
56.6	1.95E+00	1.39E+00	-2.87E+01
56.7	1.96E+00	1.40E+00	-2.88E+01
56.8	1.97E+00	1.40E+00	-2.90E+01
56.9	1.98E+00	1.40E+00	-2.91E+01
57	1.98E+00	1.40E+00	-2.92E+01
57.1	1.99E+00	1.41E+00	-2.93E+01
57.2	2.00E+00	1.41E+00	-2.95E+01
57.3	2.01E+00	1.41E+00	-2.96E+01
57.4	2.01E+00	1.42E+00	-2.97E+01
57.5	2.02E+00	1.42E+00	-2.98E+01
57.6	2.03E+00	1.42E+00	-3.00E+01
57.7	2.04E+00	1.42E+00	-3.01E+01
57.8	2.04E+00	1.43E+00	-3.02E+01
57.9	2.05E+00	1.43E+00	-3.04E+01
58	2.06E+00	1.43E+00	-3.05E+01
58.1	2.07E+00	1.44E+00	-3.06E+01
58.2	2.08E+00	1.44E+00	-3.07E+01
58.3	2.09E+00	1.44E+00	-3.09E+01
58.4	2.09E+00	1.44E+00	-3.10E+01
58.5	2.10E+00	1.45E+00	-3.11E+01
58.6	2.11E+00	1.45E+00	-3.13E+01
58.7	2.12E+00	1.45E+00	-3.14E+01
58.8	2.13E+00	1.46E+00	-3.15E+01
58.9	2.13E+00	1.46E+00	-3.17E+01
59	2.14E+00	1.46E+00	-3.18E+01
59.1	2.15E+00	1.46E+00	-3.19E+01
59.2	2.16E+00	1.47E+00	-3.21E+01
59.3	2.17E+00	1.47E+00	-3.22E+01
59.4	2.18E+00	1.47E+00	-3.23E+01
59.5	2.19E+00	1.48E+00	-3.25E+01
59.6	2.19E+00	1.48E+00	-3.26E+01
59.7	2.20E+00	1.48E+00	-3.27E+01
59.8	2.21E+00	1.49E+00	-3.29E+01
59.9	2.22E+00	1.49E+00	-3.30E+01
60	2.23E+00	1.49E+00	-3.32E+01
60.1	2.24E+00	1.49E+00	-3.33E+01
60.2	2.25E+00	1.50E+00	-3.34E+01
60.3	2.26E+00	1.50E+00	-3.36E+01
60.4	2.27E+00	1.50E+00	-3.37E+01
60.5	2.28E+00	1.51E+00	-3.38E+01
60.6	2.29E+00	1.51E+00	-3.40E+01
60.7	2.29E+00	1.51E+00	-3.41E+01
60.8	2.30E+00	1.51E+00	-3.43E+01
60.9	2.31E+00	1.52E+00	-3.44E+01
61	2.32E+00	1.52E+00	-3.45E+01
61.1	2.33E+00	1.52E+00	-3.47E+01
61.2	2.34E+00	1.53E+00	-3.48E+01
61.3	2.35E+00	1.53E+00	-3.50E+01
61.4	2.36E+00	1.53E+00	-3.51E+01
61.5	2.37E+00	1.54E+00	-3.53E+01
61.6	2.38E+00	1.54E+00	-3.54E+01
61.7	2.39E+00	1.54E+00	-3.56E+01
61.8	2.40E+00	1.54E+00	-3.57E+01
61.9	2.41E+00	1.55E+00	-3.58E+01
62	2.42E+00	1.55E+00	-3.60E+01
62.1	2.43E+00	1.55E+00	-3.61E+01
62.2	2.44E+00	1.56E+00	-3.63E+01
62.3	2.45E+00	1.56E+00	-3.64E+01
62.4	2.46E+00	1.56E+00	-3.66E+01
62.5	2.47E+00	1.57E+00	-3.67E+01
62.6	2.48E+00	1.57E+00	-3.69E+01
62.7	2.49E+00	1.57E+00	-3.70E+01
62.8	2.51E+00	1.57E+00	-3.72E+01
62.9	2.52E+00	1.58E+00	-3.73E+01
63	2.53E+00	1.58E+00	-3.75E+01
63.1	2.54E+00	1.58E+00	-3.76E+01
63.2	2.55E+00	1.59E+00	-3.78E+01
63.3	2.56E+00	1.59E+00	-3.79E+01
63.4	2.57E+00	1.59E+00	-3.81E+01
63.5	2.58E+00	1.60E+00	-3.82E+01
63.6	2.59E+00	1.60E+00	-3.84E+01
63.7	2.61E+00	1.60E+00	-3.85E+01
63.8	2.62E+00	1.60E+00	-3.87E+01
63.9	2.63E+00	1.61E+00	-3.89E+01
64	2.64E+00	1.61E+00	-3.90E+01
64.1	2.65E+00	1.61E+00	-3.92E+01
64.2	2.66E+00	1.62E+00	-3.93E+01
64.3	2.68E+00	1.62E+00	-3.95E+01
64.4	2.69E+00	1.62E+00	-3.96E+01
64.5	2.70E+00	1.63E+00	-3.98E+01
64.6	2.71E+00	1.63E+00	-4.00E+01
64.7	2.72E+00	1.63E+00	-4.01E+01
64.8	2.74E+00	1.63E+00	-4.03E+01
64.9	2.75E+00	1.64E+00	-4.04E+01
65	2.76E+00	1.64E+00	-4.06E+01
65.1	2.77E+00	1.64E+00	-4.07E+01
65.2	2.79E+00	1.65E+00	-4.09E+01
65.3	2.80E+00	1.65E+00	-4.11E+01
65.4	2.81E+00	1.65E+00	-4.12E+01
65.5	2.83E+00	1.66E+00	-4.14E+01
65.6	2.84E+00	1.66E+00	-4.16E+01
65.7	2.85E+00	1.66E+00	-4.17E+01
65.8	2.87E+00	1.67E+00	-4.19E+01
65.9	2.88E+00	1.67E+00	-4.21E+01
66	2.89E+00	1.67E+00	-4.22E+01
66.1	2.91E+00	1.67E+00	-4.24E+01
66.2	2.92E+00	1.68E+00	-4.25E+01
66.3	2.93E+00	1.68E+00	-4.27E+01
66.4	2.95E+00	1.68E+00	-4.29E+01
66.5	2.96E+00	1.69E+00	-4.31E+01
66.6	2.98E+00	1.69E+00	-4.32E+01
66.7	2.99E+00	1.69E+00	-4.34E+01
66.8	3.00E+00	1.70E+00	-4.36E+01
66.9	3.02E+00	1.70E+00	-4.37E+01
67	3.03E+00	1.70E+00	-4.39E+01
67.1	3.05E+00	1.71E+00	-4.41E+01
67.2	3.06E+00	1.71E+00	-4.42E+01
67.3	3.08E+00	1.71E+00	-4.44E+01
67.4	3.09E+00	1.71E+00	-4.46E+01
67.5	3.11E+00	1.72E+00	-4.48E+01
67.6	3.12E+00	1.72E+00	-4.49E+01
67.7	3.14E+00	1.72E+00	-4.51E+01
67.8	3.16E+00	1.73E+00	-4.53E+01
67.9	3.17E+00	1.73E+00	-4.55E+01
68	3.19E+00	1.73E+00	-4.56E+01
68.1	3.20E+00	1.74E+00	-4.58E+01
68.2	3.22E+00	1.74E+00	-4.60E+01
68.3	3.24E+00	1.74E+00	-4.62E+01
68.4	3.25E+00	1.75E+00	-4.63E+01
68.5	3.27E+00	1.75E+00	-4.65E+01
68.6	3.29E+00	1.75E+00	-4.67E+01
68.7	3.30E+00	1.75E+00	-4.69E+01
68.8	3.32E+00	1.76E+00	-4.71E+01
68.9	3.34E+00	1.76E+00	-4.72E+01
69	3.35E+00	1.76E+00	-4.74E+01
69.1	3.37E+00	1.77E+00	-4.76E+01
69.2	3.39E+00	1.77E+00	-4.78E+01
69.3	3.41E+00	1.77E+00	-4.80E+01
69.4	3.43E+00	1.78E+00	-4.81E+01
69.5	3.44E+00	1.78E+00	-4.83E+01
69.6	3.46E+00	1.78E+00	-4.85E+01
69.7	3.48E+00	1.79E+00	-4.87E+01
69.8	3.50E+00	1.79E+00	-4.89E+01
69.9	3.52E+00	1.79E+00	-4.91E+01
70	3.54E+00	1.80E+00	-4.93E+01
70.1	3.56E+00	1.80E+00	-4.94E+01
70.2	3.58E+00	1.80E+00	-4.96E+01
70.3	3.60E+00	1.80E+00	-4.98E+01
70.4	3.62E+00	1.81E+00	-5.00E+01
70.5	3.64E+00	1.81E+00	-5.02E+01
70.6	3.66E+00	1.81E+00	-5.04E+01
70.7	3.68E+00	1.82E+00	-5.06E+01
70.8	3.70E+00	1.82E+00	-5.08E+01
70.9	3.72E+00	1.82E+00	-5.10E+01
71	3.74E+00	1.83E+00	-5.11E+01
71.1	3.76E+00	1.83E+00	-5.13E+01
71.2	3.78E+00	1.83E+00	-5.15E+01
71.3	3.80E+00	1.84E+00	-5.17E+01
71.4	3.83E+00	1.84E+00	-5.19E+01
71.5	3.85E+00	1.84E+00	-5.21E+01
71.6	3.87E+00	1.85E+00	-5.23E+01
71.7	3.89E+00	1.85E+00	-5.25E+01
71.8	3.92E+00	1.85E+00	-5.27E+01
71.9	3.94E+00	1.86E+00	-5.29E+01
72	3.96E+00	1.86E+00	-5.31E+01
72.1	3.99E+00	1.86E+00	-5.33E+01
72.2	4.01E+00	1.87E+00	-5.35E+01
72.3	4.04E+00	1.87E+00	-5.37E+01
72.4	4.06E+00	1.87E+00	-5.39E+01
72.5	4.08E+00	1.87E+00	-5.41E+01
72.6	4.11E+00	1.88E+00	-5.43E+01
72.7	4.13E+00	1.88E+00	-5.45E+01
72.8	4.16E+00	1.88E+00	-5.47E+01
72.9	4.19E+00	1.89E+00	-5.49E+01
73	4.21E+00	1.89E+00	-5.51E+01
73.1	4.24E+00	1.89E+00	-5.53E+01
73.2	4.27E+00	1.90E+00	-5.55E+01
73.3	4.29E+00	1.90E+00	-5.57E+01
73.4	4.32E+00	1.90E+00	-5.59E+01
73.5	4.35E+00	1.91E+00	-5.61E+01
73.6	4.38E+00	1.91E+00	-5.63E+01
73.7	4.40E+00	1.91E+00	-5.66E+01
73.8	4.43E+00	1.92E+00	-5.68E+01
73.9	4.46E+00	1.92E+00	-5.70E+01
74	4.49E+00	1.92E+00	-5.72E+01
74.1	4.52E+00	1.93E+00	-5.74E+01
74.2	4.55E+00	1.93E+00	-5.76E+01
74.3	4.58E+00	1.93E+00	-5.78E+01
74.4	4.61E+00	1.94E+00	-5.80E+01
74.5	4.64E+00	1.94E+00	-5.82E+01
74.6	4.68E+00	1.94E+00	-5.85E+01
74.7	4.71E+00	1.95E+00	-5.87E+01
74.8	4.74E+00	1.95E+00	-5.89E+01
74.9	4.77E+00	1.95E+00	-5.91E+01
75	4.81E+00	1.95E+00	-5.93E+01
75.1	4.84E+00	1.96E+00	-5.95E+01
75.2	4.87E+00	1.96E+00	-5.98E+01
75.3	4.91E+00	1.96E+00	-6.00E+01
75.4	4.94E+00	1.97E+00	-6.02E+01
75.5	4.98E+00	1.97E+00	-6.04E+01
75.6	5.02E+00	1.97E+00	-6.06E+01
75.7	5.05E+00	1.98E+00	-6.09E+01
75.8	5.09E+00	1.98E+00	-6.11E+01
75.9	5.13E+00	1.98E+00	-6.13E+01
76	5.16E+00	1.99E+00	-6.15E+01
76.1	5.20E+00	1.99E+00	-6.17E+01
76.2	5.24E+00	1.99E+00	-6.20E+01
76.3	5.28E+00	2.00E+00	-6.22E+01
76.4	5.32E+00	2.00E+00	-6.24E+01
76.5	5.36E+00	2.00E+00	-6.27E+01
76.6	5.41E+00	2.01E+00	-6.29E+01
76.7	5.45E+00	2.01E+00	-6.31E+01
76.8	5.49E+00	2.01E+00	-6.33E+01
76.9	5.53E+00	2.02E+00	-6.36E+01
77	5.58E+00	2.02E+00	-6.38E+01
77.1	5.62E+00	2.02E+00	-6.40E+01
77.2	5.67E+00	2.03E+00	-6.43E+01
77.3	5.71E+00	2.03E+00	-6.45E+01
77.4	5.76E+00	2.03E+00	-6.47E+01
77.5	5.81E+00	2.04E+00	-6.50E+01
77.6	5.86E+00	2.04E+00	-6.52E+01
77.7	5.91E+00	2.04E+00	-6.54E+01
77.8	5.96E+00	2.05E+00	-6.57E+01
77.9	6.01E+00	2.05E+00	-6.59E+01
78	6.06E+00	2.05E+00	-6.61E+01
78.1	6.11E+00	2.06E+00	-6.64E+01
78.2	6.16E+00	2.06E+00	-6.66E+01
78.3	6.22E+00	2.06E+00	-6.68E+01
78.4	6.27E+00	2.07E+00	-6.71E+01
78.5	6.33E+00	2.07E+00	-6.73E+01
78.6	6.39E+00	2.07E+00	-6.76E+01
78.7	6.44E+00	2.07E+00	-6.78E+01
78.8	6.50E+00	2.08E+00	-6.80E+01
78.9	6.56E+00	2.08E+00	-6.83E+01
79	6.62E+00	2.08E+00	-6.85E+01
79.1	6.69E+00	2.09E+00	-6.88E+01
79.2	6.75E+00	2.09E+00	-6.90E+01
79.3	6.82E+00	2.09E+00	-6.93E+01
79.4	6.88E+00	2.10E+00	-6.95E+01
79.5	6.95E+00	2.10E+00	-6.98E+01
79.6	7.02E+00	2.10E+00	-7.00E+01
79.7	7.09E+00	2.11E+00	-7.03E+01
79.8	7.16E+00	2.11E+00	-7.05E+01
79.9	7.23E+00	2.11E+00	-7.08E+01
80	7.30E+00	2.12E+00	-7.10E+01
80.1	7.38E+00	2.12E+00	-7.13E+01
80.2	7.46E+00	2.12E+00	-7.15E+01
80.3	7.53E+00	2.13E+00	-7.18E+01
80.4	7.61E+00	2.13E+00	-7.20E+01
80.5	7.70E+00	2.13E+00	-7.23E+01
80.6	7.78E+00	2.14E+00	-7.25E+01
80.7	7.86E+00	2.14E+00	-7.28E+01
80.8	7.95E+00	2.14E+00	-7.30E+01
80.9	8.04E+00	2.15E+00	-7.33E+01
81	8.13E+00	2.15E+00	-7.36E+01
81.1	8.22E+00	2.15E+00	-7.38E+01
81.2	8.32E+00	2.16E+00	-7.41E+01
81.3	8.42E+00	2.16E+00	-7.43E+01
81.4	8.51E+00	2.16E+00	-7.46E+01
81.5	8.62E+00	2.17E+00	-7.49E+01
81.6	8.72E+00	2.17E+00	-7.51E+01
81.7	8.83E+00	2.17E+00	-7.54E+01
81.8	8.94E+00	2.18E+00	-7.56E+01
81.9	9.05E+00	2.18E+00	-7.59E+01
82	9.16E+00	2.18E+00	-7.62E+01
82.1	9.28E+00	2.19E+00	-7.64E+01
82.2	9.40E+00	2.19E+00	-7.67E+01
82.3	9.52E+00	2.19E+00	-7.70E+01
82.4	9.65E+00	2.20E+00	-7.72E+01
82.5	9.78E+00	2.20E+00	-7.75E+01
82.6	9.92E+00	2.20E+00	-7.78E+01
82.7	1.01E+01	2.21E+00	-7.81E+01
82.8	1.02E+01	2.21E+00	-7.83E+01
82.9	1.03E+01	2.21E+00	-7.86E+01
83	1.05E+01	2.22E+00	-7.89E+01
83.1	1.06E+01	2.22E+00	-7.92E+01
83.2	1.08E+01	2.22E+00	-7.94E+01
83.3	1.10E+01	2.23E+00	-7.97E+01
83.4	1.11E+01	2.23E+00	-8.00E+01
83.5	1.13E+01	2.23E+00	-8.03E+01
83.6	1.15E+01	2.24E+00	-8.05E+01
83.7	1.17E+01	2.24E+00	-8.08E+01
83.8	1.19E+01	2.24E+00	-8.11E+01
83.9	1.20E+01	2.24E+00	-8.14E+01
84	1.23E+01	2.25E+00	-8.17E+01
84.1	1.25E+01	2.25E+00	-8.19E+01
84.2	1.27E+01	2.25E+00	-8.22E+01
84.3	1.29E+01	2.26E+00	-8.25E+01
84.4	1.31E+01	2.26E+00	-8.28E+01
84.5	1.34E+01	2.26E+00	-8.31E+01
84.6	1.36E+01	2.27E+00	-8.34E+01
84.7	1.39E+01	2.27E+00	-8.36E+01
84.8	1.41E+01	2.27E+00	-8.39E+01
84.9	1.44E+01	2.28E+00	-8.42E+01
85	1.47E+01	2.28E+00	-8.45E+01
85.1	1.50E+01	2.28E+00	-8.48E+01
85.2	1.53E+01	2.29E+00	-8.51E+01
85.3	1.57E+01	2.29E+00	-8.54E+01
85.4	1.60E+01	2.29E+00	-8.57E+01
85.5	1.64E+01	2.30E+00	-8.60E+01
85.6	1.67E+01	2.30E+00	-8.63E+01
85.7	1.71E+01	2.30E+00	-8.66E+01
85.8	1.75E+01	2.31E+00	-8.68E+01
85.9	1.80E+01	2.31E+00	-8.71E+01
86	1.84E+01	2.31E+00	-8.74E+01
86.1	1.89E+01	2.32E+00	-8.77E+01
86.2	1.94E+01	2.32E+00	-8.80E+01
86.3	1.99E+01	2.32E+00	-8.83E+01
86.4	2.05E+01	2.33E+00	-8.86E+01
86.5	2.11E+01	2.33E+00	-8.89E+01
86.6	2.17E+01	2.33E+00	-8.92E+01
86.7	2.23E+01	2.34E+00	-8.95E+01
86.8	2.30E+01	2.34E+00	-8.98E+01
86.9	2.38E+01	2.34E+00	-9.01E+01
87	2.46E+01	2.35E+00	-9.05E+01
87.1	2.54E+01	2.35E+00	-9.08E+01
87.2	2.63E+01	2.35E+00	-9.11E+01
87.3	2.73E+01	2.36E+00	-9.14E+01
87.4	2.84E+01	2.36E+00	-9.17E+01
87.5	2.95E+01	2.36E+00	-9.20E+01
87.6	3.07E+01	2.36E+00	-9.23E+01
87.7	3.21E+01	2.37E+00	-9.26E+01
87.8	3.35E+01	2.37E+00	-9.29E+01
87.9	3.51E+01	2.37E+00	-9.32E+01
88	3.69E+01	2.38E+00	-9.36E+01
88.1	3.88E+01	2.38E+00	-9.39E+01
88.2	4.10E+01	2.38E+00	-9.42E+01
88.3	4.34E+01	2.39E+00	-9.45E+01
88.4	4.61E+01	2.39E+00	-9.48E+01
88.5	4.92E+01	2.39E+00	-9.51E+01
88.6	5.27E+01	2.40E+00	-9.55E+01
88.7	5.67E+01	2.40E+00	-9.58E+01
88.8	6.15E+01	2.40E+00	-9.61E+01
88.9	6.71E+01	2.41E+00	-9.64E+01
89	7.38E+01	2.41E+00	-9.67E+01
89.1	8.20E+01	2.41E+00	-9.71E+01
89.2	9.22E+01	2.42E+00	-9.74E+01
89.3	1.05E+02	2.42E+00	-9.77E+01
89.4	1.23E+02	2.42E+00	-9.80E+01
89.5	1.48E+02	2.43E+00	-9.84E+01
89.6	1.84E+02	2.43E+00	-9.87E+01
89.7	2.46E+02	2.43E+00	-9.90E+01
89.8	3.69E+02	2.44E+00	-9.93E+01
89.9	3.69E+02	2.44E+00	-9.93E+01
90	3.69E+02	2.44E+00	-9.93E+01
90.1	-3.69E+02	2.45E+00	-1.01E+02
90.2	-3.69E+02	2.45E+00	-1.01E+02
90.3	-2.46E+02	2.45E+00	-1.01E+02
90.4	-1.84E+02	2.45E+00	-1.01E+02
90.5	-1.48E+02	2.46E+00	-1.02E+02
90.6	-1.23E+02	2.46E+00	-1.02E+02
90.7	-1.05E+02	2.46E+00	-1.02E+02
90.8	-9.22E+01	2.47E+00	-1.03E+02
90.9	-8.20E+01	2.47E+00	-1.03E+02
91	-7.38E+01	2.47E+00	-1.03E+02
91.1	-6.71E+01	2.48E+00	-1.04E+02
91.2	-6.15E+01	2.48E+00	-1.04E+02
91.3	-5.67E+01	2.48E+00	-1.04E+02
91.4	-5.27E+01	2.49E+00	-1.05E+02
91.5	-4.92E+01	2.49E+00	-1.05E+02
91.6	-4.61E+01	2.49E+00	-1.05E+02
91.7	-4.34E+01	2.49E+00	-1.06E+02
91.8	-4.10E+01	2.50E+00	-1.06E+02
91.9	-3.88E+01	2.50E+00	-1.06E+02
92	-3.69E+01	2.50E+00	-1.07E+02
92.1	-3.51E+01	2.51E+00	-1.07E+02
92.2	-3.35E+01	2.51E+00	-1.07E+02
92.3	-3.21E+01	2.51E+00	-1.08E+02
92.4	-3.07E+01	2.52E+00	-1.08E+02
92.5	-2.95E+01	2.52E+00	-1.09E+02
92.6	-2.84E+01	2.52E+00	-1.09E+02
92.7	-2.73E+01	2.53E+00	-1.09E+02
92.8	-2.63E+01	2.53E+00	-1.10E+02
92.9	-2.54E+01	2.53E+00	-1.10E+02
93	-2.46E+01	2.53E+00	-1.10E+02
93.1	-2.38E+01	2.54E+00	-1.11E+02
93.2	-2.30E+01	2.54E+00	-1.11E+02
93.3	-2.23E+01	2.54E+00	-1.11E+02
93.4	-2.17E+01	2.55E+00	-1.12E+02
93.5	-2.11E+01	2.55E+00	-1.12E+02
93.6	-2.05E+01	2.55E+00	-1.12E+02
93.7	-1.99E+01	2.56E+00	-1.13E+02
93.8	-1.94E+01	2.56E+00	-1.13E+02
93.9	-1.89E+01	2.56E+00	-1.14E+02
94	-1.84E+01	2.56E+00	-1.14E+02
94.1	-1.80E+01	2.57E+00	-1.14E+02
94.2	-1.75E+01	2.57E+00	-1.15E+02
94.3	-1.71E+01	2.57E+00	-1.15E+02
94.4	-1.67E+01	2.58E+00	-1.15E+02
94.5	-1.64E+01	2.58E+00	-1.16E+02
94.6	-1.60E+01	2.58E+00	-1.16E+02
94.7	-1.57E+01	2.58E+00	-1.17E+02
94.8	-1.53E+01	2.59E+00	-1.17E+02
94.9	-1.50E+01	2.59E+00	-1.17E+02
95	-1.47E+01	2.59E+00	-1.18E+02
95.1	-1.44E+01	2.60E+00	-1.18E+02
95.2	-1.41E+01	2.60E+00	-1.18E+02
95.3	-1.39E+01	2.60E+00	-1.19E+02
95.4	-1.36E+01	2.61E+00	-1.19E+02
95.5	-1.34E+01	2.61E+00	-1.20E+02
95.6	-1.31E+01	2.61E+00	-1.20E+02
95.7	-1.29E+01	2.61E+00	-1.20E+02
95.8	-1.27E+01	2.62E+00	-1.21E+02
95.9	-1.25E+01	2.62E+00	-1.21E+02
96	-1.23E+01	2.62E+00	-1.21E+02
96.1	-1.20E+01	2.63E+00	-1.22E+02
96.2	-1.19E+01	2.63E+00	-1.22E+02
96.3	-1.17E+01	2.63E+00	-1.23E+02
96.4	-1.15E+01	2.63E+00	-1.23E+02
96.5	-1.13E+01	2.64E+00	-1.23E+02
96.6	-1.11E+01	2.64E+00	-1.24E+02
96.7	-1.10E+01	2.64E+00	-1.24E+02
96.8	-1.08E+01	2.65E+00	-1.24E+02
96.9	-1.06E+01	2.65E+00	-1.25E+02
97	-1.05E+01	2.65E+00	-1.25E+02
97.1	-1.03E+01	2.65E+00	-1.26E+02
97.2	-1.02E+01	2.66E+00	-1.26E+02
97.3	-1.01E+01	2.66E+00	-1.26E+02
97.4	-9.92E+00	2.66E+00	-1.27E+02
97.5	-9.78E+00	2.66E+00	-1.27E+02
97.6	-9.65E+00	2.67E+00	-1.28E+02
97.7	-9.52E+00	2.67E+00	-1.28E+02
97.8	-9.40E+00	2.67E+00	-1.28E+02
97.9	-9.28E+00	2.68E+00	-1.29E+02
98	-9.16E+00	2.68E+00	-1.29E+02
98.1	-9.05E+00	2.68E+00	-1.30E+02
98.2	-8.94E+00	2.68E+00	-1.30E+02
98.3	-8.83E+00	2.69E+00	-1.30E+02
98.4	-8.72E+00	2.69E+00	-1.31E+02
98.5	-8.62E+00	2.69E+00	-1.31E+02
98.6	-8.51E+00	2.69E+00	-1.32E+02
98.7	-8.42E+00	2.70E+00	-1.32E+02
98.8	-8.32E+00	2.70E+00	-1.32E+02
98.9	-8.22E+00	2.70E+00	-1.33E+02
99	-8.13E+00	2.70E+00	-1.33E+02
99.1	-8.04E+00	2.71E+00	-1.34E+02
99.2	-7.95E+00	2.71E+00	-1.34E+02
99.3	-7.86E+00	2.71E+00	-1.34E+02
99.4	-7.78E+00	2.72E+00	-1.35E+02
99.5	-7.70E+00	2.72E+00	-1.35E+02
99.6	-7.61E+00	2.72E+00	-1.36E+02
99.7	-7.53E+00	2.72E+00	-1.36E+02
99.8	-7.46E+00	2.73E+00	-1.37E+02
99.9	-7.38E+00	2.73E+00	-1.37E+02
100	-7.30E+00	2.73E+00	-1.37E+02
